0.0     4.00000     1.164   3.99044
0.15    4.00000
0.3     3.99998
0.45    3.99941
0.5     3.99887
0.55    3.99811
0.6     3.99712
0.65    3.99592
0.7     3.99458
0.73    3.99373
0.78    3.99228
0.8     3.99171
0.84    3.99061
0.87    3.98984
0.9     3.98915
0.95    3.98822
1.0     3.98767
1.03    3.98758
1.07    3.98781
1.1     3.98829
1.13    3.98908
1.15    3.98982
1.16    3.99025
1.164   3.99044
-------AF->PM--(1ª Ordem)

-----AF->AF----(1ª Ordem)
1.164   3.99044
1.165   3.99048
1.17    3.99072
1.18    3.99119
1.2     3.99208
1.22    3.99294
1.23    3.99335
1.24    3.99375
1.25    3.99413
1.27    3.99488
1.30    3.99593
1.32    3.99658
1.33    3.99689
1.335   3.99705
---------------


----AF-->PM---- (2ª Ordem)
1.164   3.99044
1.16504 3.99100
1.16688 3.99200
1.17245 3.99500
1.17655 3.99720
1.17711 3.99750
1.17805 3.99800
1.17969 3.99888
1.18180 4.00
1.20079 4.01
1.22018 4.02
1.28106 4.05
1.4     4.10273
1.5     4.14126
1.6     4.17500
1.7     4.20400
1.8     4.22700
1.9     4.24600
2.0     4.26100
2.1     4.27000
2.2     4.27500
2.3     4.27600
2.4     4.27200
2.5     4.26300
2.6     4.25000
2.7     4.23300
2.8     4.21000
2.9     4.18300
3.0     4.15100
3.1     4.11400
3.2     4.07200
3.3     4.02500
3.4     3.97200
3.5     3.91300
3.6     3.84800
3.7     3.77800
3.8     3.70000
3.9     3.61500
4.0     3.52300
4.1     3.42300
4.2     3.31300
4.3     3.19400
4.4     3.06400
4.5     2.92000
4.6     2.76300
4.7     2.58800
4.8     2.39200
4.9     2.17000
5.0     1.91100
5.03800     1.8
5.07000     1.7
5.10000     1.6
5.12800     1.5
5.16600     1.35
5.20900     1.15
5.23700     1.0
5.26000     0.85
5.28600     0.65
5.30000     0.5
5.31100     0.35
5.31900     0.15
5.32100     0.0
---------------
