0.0     2.44626     (5 -> 6) 1ª
0.1     2.44627
0.2     2.44820
0.215   2.44919
0.23    2.45047
0.245   2.45207
0.26    2.45401
0.275   2.45632
0.29    2.45901
0.3     2.46103
0.315   2.46440
0.33    2.46820
0.345   2.47245
0.36    2.47716
0.375   2.48234
0.39    2.48799
0.4     2.49203
0.415   2.49851
0.43    2.50549
0.445   2.51298
0.46    2.52099
0.475   2.52953
0.49    2.53860
0.5     2.54495
0.51    2.55154
0.52    2.55839
0.53    2.56549
0.54    2.57284
0.55    2.58046
0.56    2.58835
0.57    2.59651
0.58    2.60496
0.58237 2.607
0.5825  2.60711
0.58288 2.60744

-------------------------------
0.0     2.94422     (6 -> 4) 1ª
0.1     2.94422    
0.2     2.94309
0.215   2.94231
0.23    2.94118
0.245   2.93964
0.26    2.93763
0.275   2.93509
0.29    2.93194
0.3     2.92951
0.315   2.92519
0.33    2.92015
0.345   2.91429
0.36    2.90753
0.375   2.89982
0.39    2.89107
0.4     2.88461
0.415   2.87392
0.43    2.86192
0.445   2.84848
0.46    2.83345
0.475   2.81664
0.49    2.79782
0.5     2.78401
0.51    2.76908
0.52    2.75289
0.53    2.73528
0.54    2.71607
0.55    2.69499
0.56    2.67172
0.57    2.64580
0.58    2.61660
0.58209 2.61
0.5825  2.60868
0.58288 2.60744

---------------------------------
0.58288 2.60744     (5 -> 4) 1ª
0.583   2.60744
0.585   2.60732
0.59    2.60701
0.7     2.59779
0.8     2.58538
0.9     2.56903
1.0     2.54848  
1.1     2.52337
1.2     2.49312
1.3     2.45684
1.4     2.41307
1.5     2.35931
1.6     2.29065
1.7     2.19603
1.715   2.17820
1.73    2.15903
1.745   2.13830
1.76    2.11577
1.775   2.09112
1.8     2.04423
1.825   1.98788
1.84    1.94810
1.865   1.86838
1.88    1.81009
1.9     1.71596
1.915   1.62944
1.93    1.52514
1.947   1.37859
1.96    1.23888
1.967   1.15017
1.97704     1.0
1.98746     0.8
1.99507     0.6
2.00031     0.4
2.00212     0.3

--------------------------------
0.0     7.83674     (4 -> PM) 1ª
0.05    7.83673
0.1     7.83656
0.15    7.83520
0.2     7.83306
0.25    7.83192
0.275   7.83246
0.3     7.83448
0.325   7.84487
0.35    7.85293
0.4     7.86522
0.45    7.87259
0.5     7.87526
0.55    7.87337
0.6     7.86703
0.7     7.84125
0.8     7.79804
0.9     7.73706
1.0     7.65743
1.1     7.55770
1.2     7.43565
1.3     7.28792
1.4     7.10940
1.5     6.89190
1.55534     6.75
1.6     6.62123
1.63781     6.5
1.67956     6.35
1.7     6.26895
1.72754     6.15
1.75843     6.0
1.77681     5.9
1.8     5.75872
1.81577     5.65
1.83475     5.5
1.85    5.35767
1.86780     5.15
1.87763     5.0
1.88287     4.9
1.88714     4.8
1.89047     4.7
1.89293     4.6
1.89457     4.5
1.89544     4.4
1.89560     4.3
1.89512     4.2
1.89407     4.1
1.89251     4.0
1.89054     3.9
1.88822     3.8
1.88568     3.7
1.88300     3.6
1.88030     3.5
1.87773     3.4
1.87542     3.3
1.87351     3.2
1.87218     3.1
1.87157     3.0
1.87186     2.9
1.87317     2.8
1.87559     2.7
1.87915     2.6
1.88380     2.5
1.88944     2.4
1.90290     2.2
1.91793     2.0
1.93314     1.8
1.94761     1.6
1.96076     1.4
1.97230     1.2
1.98206     1.0
1.99001     0.8
1.99614     0.6
2.00049     0.4
2.00212     0.3
--------------------------------(5 -> PM) 1ª



2.00212     0.3
2.00342     0.2
2.00420     0.1
2.00446     0.0


